NA,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
,16-09-0305-43,16-051,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM CASERIO NACIMIENTO SECOMUXAN,CASERIO NACIMIENTO SECOMUXAN,,EDWIN OTONIEL CUCUL CHOC,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0306-43,16-017,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM COMUNIDAD ESMERALDA,COMUNIDAD ESMERALDA,,FREDY OSWALDO TEYUL CHIQUIN,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0307-43,16-015,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM,"CASERIO EXALTACION, POCOLA",53712361,OSCAR RENE VENTURA ZAC,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0308-43,16-016,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM,COMUNIDAD SOSELHA CHIMOX,57491918,BERTHA ELENA POP HO,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0309-43,16-017,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM,ALDEA SEJOC RAXAHA,55802123,FREDY OSWALDO TEYUL CHIQUIN,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0310-43,16-015,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM,ALDEA SEPATA,55258285,OSCAR RENE VENTURA ZAC,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0311-43,16-052,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM ALDEA DEL NORTE SECOCPUR,ALDEA DEL NORTE SECOCPUR,40860544,CARLOS COC XOL,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0312-43,16-014,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM COMUNIDAD MANANTIAL PANZAMALA,COMUNIDAD MANANTIAL PANZAMALA,40691038,JORGE EDUARDO PAQUE LAZARO,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0313-43,16-052,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM COMUNIDAD SECACAO RUBEL SACONAC,COMUNIDAD SECACAO RUBEL SACONAC,46232077,CARLOS COC XOL,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0314-43,16-015,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM COMUNIDAD CHIALAL CHIQUIXJI,COMUNIDAD CHIALAL CHIQUIXJI,30037303,OSCAR RENE VENTURA ZAC,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0315-43,16-015,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM,COMUNIDAD JULHA SEBOB,45955930,OSCAR RENE VENTURA ZAC,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0316-43,16-051,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM ALDEA SANTA MARIA RUBELTZUL,ALDEA SANTA MARIA RUBELTZUL,30272514,EDWIN OTONIEL CUCUL CHOC,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0317-43,16-016,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM ALDEA CHIQUISIS,ALDEA CHIQUISIS,46730267,BERTHA ELENA POP HO,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0318-43,16-017,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM CASERÍO SESAB QUIXAL,CASERIO SESAB QUIXAL,,FREDY OSWALDO TEYUL CHIQUIN,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0319-43,16-052,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM COMUNIDAD SAQUIQUIB ELIHÁ,COMUNIDAD SAQUIQUIB ELIHA,,CARLOS COC XOL,--,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0320-43,16-017,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM,COMUNIDAD CHIACHAL SETAL,,FREDY OSWALDO TEYUL CHIQUIN,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
,16-09-0321-43,16-017,ALTA VERAPAZ,SAN PEDRO CARCHA,EORM ALDEA NUEVA ESPERANZA,ALDEA NUEVA ESPERANZA,45882175,FREDY OSWALDO TEYUL CHIQUIN,,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ
